window,i_start,i_end,depth,mean_soc,count
10-90%,7938,7940,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,7941,7942,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,7945,7954,0.8,0.5,1.0
10-90%,7936,7964,0.8000000000000003,0.5000000000000001,0.5
10-90%,7968,7969,1.8947806286936006e-16,0.9,1.0
10-90%,7970,7975,1.8947806286936006e-16,0.9,1.0
10-90%,7979,7981,1.8947806286936006e-16,0.9,1.0
10-90%,7964,7984,0.8000000000000003,0.5000000000000001,0.5
10-90%,7984,7986,0.8000000000000003,0.5000000000000001,0.5
10-90%,8000,8001,1.8947806286936006e-16,0.9,1.0
10-90%,8003,8005,1.8947806286936006e-16,0.9,1.0
10-90%,7986,8008,0.8000000000000003,0.5000000000000001,0.5
10-90%,8015,8018,9.473903143468003e-17,0.3277454734971445,1.0
10-90%,8008,8010,0.8000000000000003,0.5000000000000001,0.5
10-90%,8010,8032,0.8000000000000003,0.5000000000000001,0.5
10-90%,8035,8038,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8032,8039,0.8000000000000003,0.5000000000000001,0.5
10-90%,8039,8047,0.8000000000000003,0.5000000000000001,0.5
10-90%,8051,8056,0.7817688804923555,0.49088444024617767,1.0
10-90%,8058,8060,0.39587373754488625,0.297936868772443,1.0
10-90%,8047,8061,0.8000000000000003,0.5000000000000001,0.5
10-90%,8061,8079,0.8000000000000003,0.5000000000000001,0.5
10-90%,8082,8088,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8079,8089,0.8000000000000003,0.5000000000000001,0.5
10-90%,8093,8097,1.8947806286936006e-16,0.9,1.0
10-90%,8089,8103,0.8000000000000003,0.5000000000000001,0.5
10-90%,8106,8107,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8103,8108,0.8000000000000003,0.5000000000000001,0.5
10-90%,8119,8122,1.8947806286936006e-16,0.9,1.0
10-90%,8124,8126,1.8947806286936006e-16,0.9,1.0
10-90%,8108,8128,0.8000000000000003,0.5000000000000001,0.5
10-90%,8128,8130,0.8000000000000003,0.5000000000000001,0.5
10-90%,8130,8151,0.8000000000000003,0.5000000000000001,0.5
10-90%,8151,8153,0.8000000000000003,0.5000000000000001,0.5
10-90%,8165,8166,1.8947806286936006e-16,0.9,1.0
10-90%,8153,8167,0.8000000000000003,0.5000000000000001,0.5
10-90%,8167,8169,0.8000000000000003,0.5000000000000001,0.5
10-90%,8175,8176,0.15193001339969422,0.8240349933001531,1.0
10-90%,8169,8199,0.8000000000000003,0.5000000000000001,0.5
10-90%,8199,8203,0.8000000000000003,0.5000000000000001,0.5
10-90%,8203,8218,0.8000000000000003,0.5000000000000001,0.5
10-90%,8218,8226,0.8000000000000003,0.5000000000000001,0.5
10-90%,8241,8243,0.20887911401900008,0.7955604429905001,1.0
10-90%,8226,8248,0.8000000000000003,0.5000000000000001,0.5
10-90%,8250,8254,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8261,8262,2.842170943040401e-16,0.7574020408424529,1.0
10-90%,8248,8256,0.8000000000000003,0.5000000000000001,0.5
10-90%,8256,8268,0.8000000000000003,0.5000000000000001,0.5
10-90%,8268,8275,0.8000000000000003,0.5000000000000001,0.5
10-90%,8287,8291,0.2230013036784473,0.7884993481607766,1.0
10-90%,8311,8313,0.5241424022194038,0.6379287988902981,1.0
10-90%,8296,8302,0.8000000000000002,0.5000000000000001,1.0
10-90%,8320,8328,0.8000000000000002,0.5000000000000001,1.0
10-90%,8339,8344,0.04798086042804556,0.6001519720053808,1.0
10-90%,8275,8336,0.8000000000000003,0.5000000000000001,0.5
10-90%,8359,8363,0.09499739507508859,0.8525013024624557,1.0
10-90%,8336,8346,0.8000000000000003,0.5000000000000001,0.5
10-90%,8371,8383,0.03431145665403676,0.8828442716729815,1.0
10-90%,8346,8368,0.8000000000000003,0.5000000000000001,0.5
10-90%,8386,8390,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8394,8398,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8399,8404,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8432,8435,0.3279996322987517,0.7360001838506242,1.0
10-90%,8368,8407,0.8000000000000003,0.5000000000000001,0.5
10-90%,8407,8438,0.8000000000000003,0.5000000000000001,0.5
10-90%,8444,8450,0.004932124629721303,0.10246606231486062,1.0
10-90%,8452,8474,0.7820842393065963,0.5089578803467019,1.0
10-90%,8441,8489,0.8,0.5,1.0
10-90%,8438,8493,0.8000000000000003,0.5000000000000001,0.5
10-90%,8493,8503,0.8000000000000003,0.5000000000000001,0.5
10-90%,8506,8508,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8509,8511,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8514,8519,0.4238979235553019,0.31194896177765086,1.0
10-90%,8527,8529,4.736951571734001e-16,0.5333283974037084,1.0
10-90%,8521,8526,0.8,0.5,1.0
10-90%,8503,8538,0.8000000000000003,0.5000000000000001,0.5
10-90%,8538,8556,0.8000000000000003,0.5000000000000001,0.5
10-90%,8556,8561,0.8000000000000003,0.5000000000000001,0.5
10-90%,8577,8579,0.17861375321998632,0.810693123390007,1.0
10-90%,8561,8583,0.8000000000000003,0.5000000000000001,0.5
10-90%,8585,8590,5.921189464667501e-17,0.09999999999999995,1.0
10-90%,8599,8604,0.6491430338353542,0.575428483082323,1.0
10-90%,8583,8592,0.8000000000000003,0.5000000000000001,0.5
10-90%,8592,8608,0.8000000000000003,0.5000000000000001,0.5
10-90%,8617,8625,0.8,0.5,1.0
10-90%,8633,8641,0.10989820911098432,0.15494910455549213,1.0
10-90%,8608,8627,0.8000000000000003,0.5000000000000001,0.5
10-90%,8649,8655,1.8947806286936006e-16,0.9,1.0
10-90%,8627,8656,0.8000000000000003,0.5000000000000001,0.5
10-90%,8656,8659,0.8000000000000003,0.5000000000000001,0.5
10-90%,8677,8679,1.8947806286936006e-16,0.9,1.0
10-90%,8680,8687,0.8000000000000002,0.5000000000000001,1.0
10-90%,8659,8719,0.8000000000000003,0.5000000000000001,0.5
10-90%,8750,8751,0.10497203021799928,0.8475139848910004,1.0
10-90%,8719,8722,0.8000000000000003,0.5000000000000001,0.5
10-90%,8722,8752,0.8,0.5,0.5
10-90%,8752,8756,0.8,0.5,0.5
10-90%,8756,8759,0.02432561436838415,0.11216280718419204,0.5
