cycle_idx,dod,sigma_bar,measured_discharge,expected_discharge,ratio_discharge,measured_charge,expected_charge,ratio_charge,classification,pct_overwritten,n_discharge_timesteps,n_carry_dominant,n_carry_own
30,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,3,0,0
31,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,1,0,0
32,0.6639454689790777,0.4319727344895388,3.7030930140149962,3.337227057541895,1.1096317242323295,3.249119324807624,2.9281060137816852,1.1096317242323295,PASS_OVERWRITE,100.0,1,1,0
33,0.2585778791935667,0.22928893959678334,3.7030930140149962,2.284154774318492,1.6212093224373831,3.249119324807624,2.0041331368134396,1.6212093224373834,PASS_OVERWRITE,100.0,1,1,0
34,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,PASS_FORMULA,0.0,1,0,0
35,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,PASS_FORMULA,0.0,1,0,0
36,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,10,0,0
38,0.5264897097442686,0.5933838181073101,3.7030930140149962,3.7870782017862825,0.9778232232617556,3.249119324807624,3.322808507216094,0.9778232232617557,PASS_OVERWRITE,100.0,1,1,0
39,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,2,0,0
40,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,4,0,0
44,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,4,0,0
45,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,3,0,0
46,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,1,0,0
47,0.4478175371944216,0.6760912314027892,3.7030930140149962,4.009699818438707,0.9235337261373603,3.249119324807624,3.5181382475298704,0.9235337261373604,PASS_OVERWRITE,100.0,1,1,0
48,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,5,0,0
52,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.2491193248076238,3.249119324807624,0.9999999999999999,PASS_FORMULA,0.0,5,0,0
55,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,4,0,0
56,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,3,0,0
57,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,PASS_FORMULA,0.0,1,0,0
58,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,4,0,0
62,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.2491193248076238,3.249119324807624,0.9999999999999999,PASS_FORMULA,0.0,4,0,0
63,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,3,0,0
64,0.5000000000000004,0.6500000000000002,3.7030930140149962,3.979910462793564,0.9304463124569227,3.249119324807624,3.4920008616381617,0.9304463124569227,PASS_OVERWRITE,100.0,1,1,0
65,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,2,0,0
66,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,2,0,0
68,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,2,0,0
69,0.20547090306523327,0.2027354515326166,3.7030930140149962,2.1325917804754853,1.7364284378838553,3.249119324807624,1.8711507217465582,1.7364284378838553,PASS_OVERWRITE,100.0,1,1,0
70,0.49723003726796494,0.6513849813660175,3.7030930140149962,3.981696233782281,0.9300290119061557,3.249119324807624,3.493567709407624,0.9300290119061557,PASS_OVERWRITE,100.0,3,3,0
71,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,5,0,0
72,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,4,0,0
73,0.04619280944679427,0.12309640472339711,3.7030930140149962,1.5039018862609446,2.4623235384202893,3.249119324807624,1.319533876889349,2.4623235384202893,PASS_OVERWRITE,100.0,1,1,0
74,0.8,0.5,3.7030930140149962,3.703093014014995,1.0000000000000004,3.249119324807624,3.249119324807623,1.0000000000000004,PASS_FORMULA,0.0,1,0,0
75,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.2491193248076238,3.249119324807624,0.9999999999999999,PASS_FORMULA,0.0,5,0,0
77,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,2,0,0
78,0.8000000000000004,0.5000000000000002,3.7030930140149962,3.7030930140149962,1.0,3.249119324807624,3.249119324807624,1.0,PASS_FORMULA,0.0,2,0,0
